date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:09:15	4997/4997	---M-Z	200	added ('OK')	application/x-javascript	date:Fri,%2018%20Oct%202024%2020:19:08%20GMT	https://ftplay.top/wp-content/plugins/elementor/assets/js/webpack.runtime.min.js?ver=3.18.3	C:/Meus%20Sites/DMCA/ftplay.top/wp-content/plugins/elementor/assets/js/webpack.runtime.minf3b2.js	(from https://ftplay.top/dmca)
14:09:15	60173/60173	---M-Z	200	added ('OK')	application/x-javascript	date:Fri,%2018%20Oct%202024%2020:19:04%20GMT	https://ftplay.top/wp-content/plugins/elementor/assets/js/frontend-modules.min.js?ver=3.18.3	C:/Meus%20Sites/DMCA/ftplay.top/wp-content/plugins/elementor/assets/js/frontend-modules.minf3b2.js	(from https://ftplay.top/dmca)
14:09:15	8171/8171	---M-Z	200	added ('OK')	application/x-javascript	date:Fri,%2018%20Oct%202024%2020:23:34%20GMT	https://ftplay.top/wp-includes/js/dist/vendor/wp-polyfill-inert.min.js?ver=3.1.2	C:/Meus%20Sites/DMCA/ftplay.top/wp-includes/js/dist/vendor/wp-polyfill-inert.min0226.js	(from https://ftplay.top/dmca)
14:09:16	6625/6625	---M-Z	200	added ('OK')	application/x-javascript	date:Fri,%2018%20Oct%202024%2020:23:33%20GMT	https://ftplay.top/wp-includes/js/dist/vendor/regenerator-runtime.min.js?ver=0.14.0	C:/Meus%20Sites/DMCA/ftplay.top/wp-includes/js/dist/vendor/regenerator-runtime.min6c85.js	(from https://ftplay.top/dmca)
14:09:16	115127/115127	---M-Z	200	added ('OK')	application/x-javascript	date:Fri,%2018%20Oct%202024%2020:23:36%20GMT	https://ftplay.top/wp-includes/js/dist/vendor/wp-polyfill.min.js?ver=3.15.0	C:/Meus%20Sites/DMCA/ftplay.top/wp-includes/js/dist/vendor/wp-polyfill.min2c7c.js	(from https://ftplay.top/dmca)
14:09:16	4627/4627	---M-Z	200	added ('OK')	application/x-javascript	date:Fri,%2018%20Oct%202024%2020:23:27%20GMT	https://ftplay.top/wp-includes/js/dist/hooks.min.js?ver=c6aec9a8d4e5a5d543a1	C:/Meus%20Sites/DMCA/ftplay.top/wp-includes/js/dist/hooks.min2ebd.js	(from https://ftplay.top/dmca)
14:09:16	9445/9445	---M-Z	200	added ('OK')	application/x-javascript	date:Fri,%2018%20Oct%202024%2020:23:27%20GMT	https://ftplay.top/wp-includes/js/dist/i18n.min.js?ver=7701b0c3857f914212ef	C:/Meus%20Sites/DMCA/ftplay.top/wp-includes/js/dist/i18n.minf92f.js	(from https://ftplay.top/dmca)
14:09:17	20415/20415	---M-Z	200	added ('OK')	application/x-javascript	date:Fri,%2018%20Oct%202024%2020:18:12%20GMT	https://ftplay.top/wp-content/plugins/elementor-pro/assets/js/frontend.min.js?ver=3.7.3	C:/Meus%20Sites/DMCA/ftplay.top/wp-content/plugins/elementor-pro/assets/js/frontend.min1ac1.js	(from https://ftplay.top/dmca)
14:09:17	12198/12198	---M-Z	200	added ('OK')	application/x-javascript	date:Fri,%2018%20Oct%202024%2020:18:46%20GMT	https://ftplay.top/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min.js?ver=4.0.2	C:/Meus%20Sites/DMCA/ftplay.top/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min05da.js	(from https://ftplay.top/dmca)
14:09:17	21438/21438	---M-Z	200	added ('OK')	application/x-javascript	date:Fri,%2018%20Oct%202024%2020:23:09%20GMT	https://ftplay.top/wp-includes/js/jquery/ui/core.min.js?ver=1.13.2	C:/Meus%20Sites/DMCA/ftplay.top/wp-includes/js/jquery/ui/core.min3f14.js	(from https://ftplay.top/dmca)
14:09:17	40436/40436	---M-Z	200	added ('OK')	application/x-javascript	date:Fri,%2018%20Oct%202024%2020:19:04%20GMT	https://ftplay.top/wp-content/plugins/elementor/assets/js/frontend.min.js?ver=3.18.3	C:/Meus%20Sites/DMCA/ftplay.top/wp-content/plugins/elementor/assets/js/frontend.minf3b2.js	(from https://ftplay.top/dmca)
14:09:17	24213/24213	---M-Z	200	added ('OK')	application/x-javascript	date:Fri,%2018%20Oct%202024%2020:18:11%20GMT	https://ftplay.top/wp-content/plugins/elementor-pro/assets/js/elements-handlers.min.js?ver=3.7.3	C:/Meus%20Sites/DMCA/ftplay.top/wp-content/plugins/elementor-pro/assets/js/elements-handlers.min1ac1.js	(from https://ftplay.top/dmca)
14:09:18	3236/3236	---M-Z	200	added ('OK')	application/x-javascript	date:Fri,%2018%20Oct%202024%2020:18:05%20GMT	https://ftplay.top/wp-content/plugins/elementor-pro/assets/lib/sticky/jquery.sticky.min.js?ver=3.7.3	C:/Meus%20Sites/DMCA/ftplay.top/wp-content/plugins/elementor-pro/assets/lib/sticky/jquery.sticky.min1ac1.js	(from https://ftplay.top/dmca)
14:09:18	8291/8291	---M-Z	200	added ('OK')	application/x-javascript	date:Fri,%2018%20Oct%202024%2020:15:20%20GMT	https://ftplay.top/wp-content/plugins/wp-rocket/assets/js/lazyload/17.5/lazyload.min.js	C:/Meus%20Sites/DMCA/ftplay.top/wp-content/plugins/wp-rocket/assets/js/lazyload/17.5/lazyload.min.js	(from https://ftplay.top/dmca)
14:09:18	169449/169449	---M-Z	200	added ('OK')	text/css	date:Wed,%2013%20Nov%202024%2016:47:43%20GMT	https://ftplay.top/wp-content/cache/autoptimize/css/autoptimize_single_1bc7bd44d54c5d8a3ee93ae73792dda6.css?ver=1729282303&cached=1	C:/Meus%20Sites/DMCA/ftplay.top/wp-content/cache/autoptimize/css/autoptimize_single_1bc7bd44d54c5d8a3ee93ae73792dda6803d.css	(from https://ftplay.top/)
14:09:19	102302/102302	---MCZ	200	added ('OK')	text/html	date:Wed,%2012%20Mar%202025%2009:25:54%20GMT	https://ftplay.top/dmca/	C:/Meus%20Sites/DMCA/ftplay.top/dmca/index.html	(from https://ftplay.top/?p=600)
14:09:19	203192/203192	---MCZ	200	added ('OK')	application/json	date:Wed,%2012%20Mar%202025%2017:09:21%20GMT	https://ftplay.top/wp-json/wp/v2/pages/472	C:/Meus%20Sites/DMCA/ftplay.top/wp-json/wp/v2/pages/472.json	(from https://ftplay.top/)
14:09:19	2136/2136	---M-Z	200	added ('OK')	application/json	date:Wed,%2012%20Mar%202025%2017:09:21%20GMT	https://ftplay.top/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fftplay.top%2F	C:/Meus%20Sites/DMCA/ftplay.top/wp-json/oembed/1.0/embed5b57.json	(from https://ftplay.top/)
14:09:20	2335/2335	---M-Z	200	added ('OK')	text/xml	date:Wed,%2012%20Mar%202025%2017:09:21%20GMT	https://ftplay.top/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fftplay.top%2F&format=xml	C:/Meus%20Sites/DMCA/ftplay.top/wp-json/oembed/1.0/embed0b34	(from https://ftplay.top/)
14:09:20	1657/1657	---M--	200	added ('OK')	image/png	date:Fri,%2018%20Oct%202024%2020:12:41%20GMT	https://ftplay.top/wp-content/uploads/2024/06/logo-iptv-ftplay.png	C:/Meus%20Sites/DMCA/ftplay.top/wp-content/uploads/2024/06/logo-iptv-ftplay.png	(from https://ftplay.top/)
14:09:20	159933/159933	---MCZ	200	added ('OK')	text/html	date:Wed,%2012%20Mar%202025%2011:56:05%20GMT	https://ftplay.top/renovacao	C:/Meus%20Sites/DMCA/ftplay.top/renovacao.html	(from https://ftplay.top/)
14:09:20	21568/21568	---M--	200	added ('OK')	image/png	date:Fri,%2018%20Oct%202024%2020:13:08%20GMT	https://ftplay.top/wp-content/uploads/2024/01/Agrupar-3-1.png	C:/Meus%20Sites/DMCA/ftplay.top/wp-content/uploads/2024/01/Agrupar-3-1.png	(from https://ftplay.top/)
14:09:20	81232/81232	---M--	200	added ('OK')	image/webp	date:Fri,%2018%20Oct%202024%2020:12:40%20GMT	https://ftplay.top/wp-content/uploads/2024/06/IPTV-iPhone-1-633x1024.webp	C:/Meus%20Sites/DMCA/ftplay.top/wp-content/uploads/2024/06/IPTV-iPhone-1-633x1024.webp	(from https://ftplay.top/)
14:09:20	94314/94314	---M--	200	added ('OK')	image/webp	date:Fri,%2018%20Oct%202024%2020:12:39%20GMT	https://ftplay.top/wp-content/uploads/2024/06/iPhone-2-IPTV-868x1024.webp	C:/Meus%20Sites/DMCA/ftplay.top/wp-content/uploads/2024/06/iPhone-2-IPTV-868x1024.webp	(from https://ftplay.top/)
14:09:21	52339/52339	---M--	200	added ('OK')	image/png	date:Fri,%2018%20Oct%202024%2020:13:33%20GMT	https://ftplay.top/wp-content/uploads/2024/01/Elipse-1-copiar.png	C:/Meus%20Sites/DMCA/ftplay.top/wp-content/uploads/2024/01/Elipse-1-copiar.png	(from https://ftplay.top/)
14:09:21	3056/3056	---M--	200	added ('OK')	image/png	date:Fri,%2018%20Oct%202024%2020:13:10%20GMT	https://ftplay.top/wp-content/uploads/2024/01/Amazon_Prime_Video_logo.svg_.png	C:/Meus%20Sites/DMCA/ftplay.top/wp-content/uploads/2024/01/Amazon_Prime_Video_logo.svg_.png	(from https://ftplay.top/)
14:09:21	3638/3638	---M--	200	added ('OK')	image/png	date:Fri,%2018%20Oct%202024%2020:13:10%20GMT	https://ftplay.top/wp-content/uploads/2024/01/BBB20_Pay_per_view.png	C:/Meus%20Sites/DMCA/ftplay.top/wp-content/uploads/2024/01/BBB20_Pay_per_view.png	(from https://ftplay.top/)
14:09:21	3225/3225	---M--	200	added ('OK')	image/png	date:Fri,%2018%20Oct%202024%2020:13:11%20GMT	https://ftplay.top/wp-content/uploads/2024/01/Camada-1.png	C:/Meus%20Sites/DMCA/ftplay.top/wp-content/uploads/2024/01/Camada-1.png	(from https://ftplay.top/)
14:09:22	3199/3199	---M--	200	added ('OK')	image/png	date:Fri,%2018%20Oct%202024%2020:13:30%20GMT	https://ftplay.top/wp-content/uploads/2024/01/Combate_logo.svg_.png	C:/Meus%20Sites/DMCA/ftplay.top/wp-content/uploads/2024/01/Combate_logo.svg_.png	(from https://ftplay.top/)
14:09:22	1498/1498	---M--	200	added ('OK')	image/png	date:Fri,%2018%20Oct%202024%2020:13:33%20GMT	https://ftplay.top/wp-content/uploads/2024/01/ESPN-Logo.png	C:/Meus%20Sites/DMCA/ftplay.top/wp-content/uploads/2024/01/ESPN-Logo.png	(from https://ftplay.top/)
14:09:22	2585/2585	---M--	200	added ('OK')	image/png	date:Fri,%2018%20Oct%202024%2020:13:33%20GMT	https://ftplay.top/wp-content/uploads/2024/01/HBO_Max_Logo.svg_.png	C:/Meus%20Sites/DMCA/ftplay.top/wp-content/uploads/2024/01/HBO_Max_Logo.svg_.png	(from https://ftplay.top/)
14:09:22	2272/2272	---M--	200	added ('OK')	image/png	date:Fri,%2018%20Oct%202024%2020:13:43%20GMT	https://ftplay.top/wp-content/uploads/2024/01/Logo_A_Fazenda_-_Atual.png	C:/Meus%20Sites/DMCA/ftplay.top/wp-content/uploads/2024/01/Logo_A_Fazenda_-_Atual.png	(from https://ftplay.top/)
14:09:22	1815/1815	---M--	200	added ('OK')	image/png	date:Fri,%2018%20Oct%202024%2020:13:43%20GMT	https://ftplay.top/wp-content/uploads/2024/01/logo-telecine-horizontal-1024.png	C:/Meus%20Sites/DMCA/ftplay.top/wp-content/uploads/2024/01/logo-telecine-horizontal-1024.png	(from https://ftplay.top/)
