date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:04:04	101568/101568	---MCZ	200	added ('OK')	text/html	date:Wed,%2012%20Mar%202025%2011:55:46%20GMT	https://ftplay.top/politica-de-privacidade	C:/Meus%20Sites/PRIVACIDADE/ftplay.top/politica-de-privacidade.html	(from )
14:04:04	246/246	---M-Z	200	added ('OK')	text/plain	date:Wed,%2012%20Mar%202025%2017:04:06%20GMT	https://ftplay.top/robots.txt		(from )
14:04:05	44790/44790	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2012%20Mar%202025%2017:04:06%20GMT	https://ftplay.top/t.src	C:/Meus%20Sites/PRIVACIDADE/ftplay.top/t.src	(from https://ftplay.top/politica-de-privacidade)
14:04:05	3485/3485	---M-Z	200	added ('OK')	text/css	date:Fri,%2018%20Oct%202024%2020:14:15%20GMT	https://ftplay.top/wp-content/plugins/wp-show-posts/css/wp-show-posts-min.css?ver=1.1.6	C:/Meus%20Sites/PRIVACIDADE/ftplay.top/wp-content/plugins/wp-show-posts/css/wp-show-posts-min3ec8.css	(from https://ftplay.top/politica-de-privacidade)
14:04:05	5756/5756	---M-Z	200	added ('OK')	text/css	date:Fri,%2018%20Oct%202024%2020:14:09%20GMT	https://ftplay.top/wp-content/themes/hello-elementor/style.min.css?ver=3.0.0	C:/Meus%20Sites/PRIVACIDADE/ftplay.top/wp-content/themes/hello-elementor/style.min6e0e.css	(from https://ftplay.top/politica-de-privacidade)
14:04:05	5131/5131	---M-Z	200	added ('OK')	text/css	date:Fri,%2018%20Oct%202024%2020:14:09%20GMT	https://ftplay.top/wp-content/themes/hello-elementor/theme.min.css?ver=3.0.0	C:/Meus%20Sites/PRIVACIDADE/ftplay.top/wp-content/themes/hello-elementor/theme.min6e0e.css	(from https://ftplay.top/politica-de-privacidade)
14:04:05	7325/7325	---M-Z	200	added ('OK')	text/css	date:Fri,%2018%20Oct%202024%2020:14:08%20GMT	https://ftplay.top/wp-content/themes/hello-elementor/header-footer.min.css?ver=3.0.0	C:/Meus%20Sites/PRIVACIDADE/ftplay.top/wp-content/themes/hello-elementor/header-footer.min6e0e.css	(from https://ftplay.top/politica-de-privacidade)
14:04:06	117332/117332	---M-Z	200	added ('OK')	text/css	date:Fri,%2018%20Oct%202024%2020:19:17%20GMT	https://ftplay.top/wp-content/plugins/elementor/assets/css/frontend-lite.min.css?ver=3.18.3	C:/Meus%20Sites/PRIVACIDADE/ftplay.top/wp-content/plugins/elementor/assets/css/frontend-lite.minf3b2.css	(from https://ftplay.top/politica-de-privacidade)
14:04:06	1214/1214	---M-Z	200	added ('OK')	text/css	date:Wed,%2013%20Nov%202024%2016:47:43%20GMT	https://ftplay.top/wp-content/cache/autoptimize/css/autoptimize_single_bca1e7b105282d6f046b851d80bd4d56.css?ver=1729281153	C:/Meus%20Sites/PRIVACIDADE/ftplay.top/wp-content/cache/autoptimize/css/autoptimize_single_bca1e7b105282d6f046b851d80bd4d561cc4.css	(from https://ftplay.top/politica-de-privacidade)
14:04:06	1007/1007	---M-Z	200	added ('OK')	application/rss+xml	date:Thu,%2002%20Jan%202025%2008:57:26%20GMT	https://ftplay.top/feed/	C:/Meus%20Sites/PRIVACIDADE/ftplay.top/feed/index.html	(from https://ftplay.top/politica-de-privacidade)
14:04:06	795/795	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2012%20Mar%202025%2017:04:08%20GMT	http://ftplay.top/wp-content/uploads/omgf/plugins/elementor/assets/lib/swiper/v8/css/swiper.min.css?ver=1729282305&cached=1	C:/Meus%20Sites/PRIVACIDADE/ftplay.top/wp-content/uploads/omgf/plugins/elementor/assets/lib/swiper/v8/css/swiper.min.84d22.delayed	(from https://ftplay.top/politica-de-privacidade)
14:04:06	16490/16490	---M-Z	200	added ('OK')	text/css	date:Fri,%2018%20Oct%202024%2020:11:45%20GMT	https://ftplay.top/wp-content/uploads/omgf/plugins/elementor/assets/lib/swiper/v8/css/swiper.min.css?ver=1729282305&cached=1	C:/Meus%20Sites/PRIVACIDADE/ftplay.top/wp-content/uploads/omgf/plugins/elementor/assets/lib/swiper/v8/css/swiper.min4d22.css	(from https://ftplay.top/politica-de-privacidade)
14:04:07	11405/11405	---M-Z	200	added ('OK')	text/css	date:Fri,%2018%20Oct%202024%2020:18:17%20GMT	https://ftplay.top/wp-content/plugins/elementor-pro/assets/css/frontend-lite.min.css?ver=3.7.3	C:/Meus%20Sites/PRIVACIDADE/ftplay.top/wp-content/plugins/elementor-pro/assets/css/frontend-lite.min1ac1.css	(from https://ftplay.top/politica-de-privacidade)
14:04:07	37899/37899	---M-Z	200	added ('OK')	text/css	date:Wed,%2013%20Nov%202024%2016:47:43%20GMT	https://ftplay.top/wp-content/cache/autoptimize/css/autoptimize_single_1a2232179a49279422374040b2490a1c.css?ver=1729281153	C:/Meus%20Sites/PRIVACIDADE/ftplay.top/wp-content/cache/autoptimize/css/autoptimize_single_1a2232179a49279422374040b2490a1c1cc4.css	(from https://ftplay.top/politica-de-privacidade)
14:04:07	704/704	---M-Z	200	added ('OK')	application/rss+xml	date:Thu,%2002%20Jan%202025%2008:57:26%20GMT	https://ftplay.top/comments/feed/	C:/Meus%20Sites/PRIVACIDADE/ftplay.top/comments/feed/index.html	(from https://ftplay.top/politica-de-privacidade)
14:04:07	21550/21550	---M-Z	200	added ('OK')	text/css	date:Mon,%2018%20Nov%202024%2001:39:30%20GMT	https://ftplay.top/wp-content/cache/autoptimize/css/autoptimize_single_21cb92ad652c7f3c6c5a55a61251178b.css?ver=1729578082&cached=1	C:/Meus%20Sites/PRIVACIDADE/ftplay.top/wp-content/cache/autoptimize/css/autoptimize_single_21cb92ad652c7f3c6c5a55a61251178b1144.css	(from https://ftplay.top/politica-de-privacidade)
14:04:07	662/662	---M--	200	added ('OK')	image/png	date:Fri,%2018%20Oct%202024%2020:15:22%20GMT	https://ftplay.top/wp-content/plugins/wp-rocket/assets/img/youtube.png	C:/Meus%20Sites/PRIVACIDADE/ftplay.top/wp-content/plugins/wp-rocket/assets/img/youtube.png	(from https://ftplay.top/politica-de-privacidade)
